@CO	shape:(4851, 2)
@CO	dtype:float64
VALUE_0	VALUE_1
5.551115123125783e-17	-36.0437510498732
5.551115123125783e-17	-36.09587113607528
5.551115123125783e-17	-35.17640894881431
5.551115123125783e-17	-35.2815577348758
5.551115123125783e-17	-34.36512164931189
5.551115123125783e-17	-35.57461191884096
5.551115123125783e-17	-35.873549865267265
5.551115123125783e-17	-36.80872896404924
5.551115123125783e-17	-37.3961801738872
5.551115123125783e-17	-77.23964262272553
5.551115123125783e-17	-57.994535480417426
5.551115123125783e-17	-38.19804936192652
5.551115123125783e-17	-38.19805659259616
5.551115123125783e-17	-38.19815444842373
5.551115123125783e-17	-38.198376545593874
5.551115123125783e-17	-38.19850620916643
5.551115123125783e-17	-38.19853334897445
5.551115123125783e-17	-38.198542117525356
5.551115123125783e-17	-38.20067463278557
5.551115123125783e-17	-38.22141124563529
5.551115123125783e-17	-38.37654224260624
5.551115123125783e-17	-38.03778055274265
5.551115123125783e-17	-39.30342778011629
5.551115123125783e-17	-38.60931967173441
5.551115123125783e-17	-38.16064041686991
5.551115123125783e-17	-38.08696115806023
5.551115123125783e-17	-27.84849671111261
5.551115123125783e-17	-50.33035836091276
5.551115123125783e-17	-29.83970878490866
5.551115123125783e-17	-29.84033817021786
5.551115123125783e-17	-55.349949455414894
5.551115123125783e-17	-36.35740545911274
5.551115123125783e-17	-36.40380180914974
5.551115123125783e-17	-36.685575863542184
5.551115123125783e-17	-37.69012443619403
5.551115123125783e-17	-38.19678854422584
5.551115123125783e-17	-36.88181482790162
5.551115123125783e-17	-97.92721680967469
5.551115123125783e-17	-38.248242757420684
5.551115123125783e-17	-38.24806013673175
5.551115123125783e-17	-38.24846600476842
5.551115123125783e-17	-38.248426413165845
5.551115123125783e-17	-37.58043147181437
5.551115123125783e-17	-58.27611133545053
5.551115123125783e-17	-38.16845195755832
5.551115123125783e-17	-37.63693863984266
5.551115123125783e-17	-38.10516175054019
5.551115123125783e-17	-37.25210219740037
5.551115123125783e-17	-38.50188663922013
5.551115123125783e-17	-37.62899336312398
5.551115123125783e-17	-56.851985098405784
5.551115123125783e-17	-58.29898989283819
5.551115123125783e-17	-38.283292073914545
5.551115123125783e-17	-38.278562536149956
5.551115123125783e-17	-38.27144967997728
5.551115123125783e-17	-38.269170461228754
5.551115123125783e-17	-37.59119187587429
5.551115123125783e-17	-58.082285774283434
5.551115123125783e-17	-38.21899719743257
5.551115123125783e-17	-37.4795662091465
5.551115123125783e-17	-57.33606868541242
5.551115123125783e-17	-36.78919008731181
5.551115123125783e-17	-35.80426537653429
5.551115123125783e-17	-35.335436689854546
5.551115123125783e-17	-34.93783289316056
5.551115123125783e-17	-35.075159370034044
5.551115123125783e-17	-32.98372096888662
5.551115123125783e-17	-51.14785795041389
5.551115123125783e-17	-37.827092555009116
5.551115123125783e-17	-38.091984956193464
5.551115123125783e-17	-38.14439520434957
5.551115123125783e-17	-37.48575541345453
5.551115123125783e-17	-57.84176571976161
5.551115123125783e-17	-37.847452955519756
5.551115123125783e-17	-37.848279102126575
5.551115123125783e-17	-37.766058873247665
5.551115123125783e-17	-37.35220336382222
5.551115123125783e-17	-36.16704548759151
5.551115123125783e-17	-56.11521071755713
5.551115123125783e-17	-33.868808884008054
5.551115123125783e-17	-35.7092406365699
5.551115123125783e-17	-36.16952156591669
5.551115123125783e-17	-36.79291436349297
5.551115123125783e-17	-38.12112218186664
5.551115123125783e-17	-37.47897850153418
5.551115123125783e-17	-57.89476121212211
5.551115123125783e-17	-38.148527069611255
5.551115123125783e-17	-38.14853098776681
5.551115123125783e-17	-38.14852986380125
5.551115123125783e-17	-38.14840598894562
5.551115123125783e-17	-38.147455376836405
5.551115123125783e-17	-37.47924819512671
5.551115123125783e-17	-57.91347270216585
5.551115123125783e-17	-39.22385448818457
5.551115123125783e-17	-38.50939790674523
5.551115123125783e-17	-38.2302500757924
5.551115123125783e-17	-38.203349351732996
5.551115123125783e-17	-38.198899512398576
5.551115123125783e-17	-38.19858051295732
5.551115123125783e-17	-38.19853560932716
5.551115123125783e-17	-38.19843455062632
5.551115123125783e-17	-38.198554613244674
5.551115123125783e-17	-38.198535098652506
5.551115123125783e-17	-38.19853387100624
5.551115123125783e-17	-37.14908524901874
5.551115123125783e-17	-77.89376018259824
5.551115123125783e-17	-38.19845605251198
5.551115123125783e-17	-38.19841941939402
5.551115123125783e-17	-28.013750543572403
5.551115123125783e-17	-40.024084998107405
5.551115123125783e-17	-38.198059715214434
5.551115123125783e-17	-38.195771221717116
5.551115123125783e-17	-38.189264971795076
5.551115123125783e-17	-38.106523654737266
5.551115123125783e-17	-36.84208742485432
5.551115123125783e-17	-36.08864214304485
5.551115123125783e-17	-32.63522523889669
5.551115123125783e-17	-33.747501769041186
5.551115123125783e-17	-36.19153171862705
5.551115123125783e-17	-35.97539672924355
5.551115123125783e-17	-36.48715125897211
5.551115123125783e-17	-36.152666440987325
5.551115123125783e-17	-36.259467264128624
5.551115123125783e-17	-36.32771608449523
5.551115123125783e-17	-36.28621179482296
5.551115123125783e-17	-35.62475390533112
5.551115123125783e-17	-34.9465458662785
5.551115123125783e-17	-35.247661012048496
5.551115123125783e-17	-37.07101428011678
5.551115123125783e-17	-37.16928440804564
-3.834972728267161e-09	-19.379919937643614
5.551115123125783e-17	-41.13166131072249
5.551115123125783e-17	-38.162980408085666
5.551115123125783e-17	-38.09816312140698
5.551115123125783e-17	-38.09811680080502
5.551115123125783e-17	-38.098101664220145
5.551115123125783e-17	-38.09809893279227
5.551115123125783e-17	-38.09811218197623
5.551115123125783e-17	-38.098114898001235
5.551115123125783e-17	-38.098111253883125
5.551115123125783e-17	-37.42965219052184
5.551115123125783e-17	-57.794599956276535
5.551115123125783e-17	-38.09811770138635
5.551115123125783e-17	-38.098131800256624
5.551115123125783e-17	-38.09820301076051
5.551115123125783e-17	-38.09852647778845
5.551115123125783e-17	-38.09853628655313
5.551115123125783e-17	-38.09853110846098
5.551115123125783e-17	-38.0985400530956
5.551115123125783e-17	-38.098465783437604
5.551115123125783e-17	-38.09659247801233
5.551115123125783e-17	-38.09609773967084
5.551115123125783e-17	-38.09486498748541
5.551115123125783e-17	-38.09320800282133
5.551115123125783e-17	-38.099624650173254
5.551115123125783e-17	-38.09853714997066
5.551115123125783e-17	-38.09853656937795
5.551115123125783e-17	-38.09853733082744
5.551115123125783e-17	-38.09853154218613
5.551115123125783e-17	-37.43005609949718
5.551115123125783e-17	-57.79450084567604
5.551115123125783e-17	-38.09897775785563
5.551115123125783e-17	-38.0974539898948
5.551115123125783e-17	-38.11148298645072
5.551115123125783e-17	-37.9802123059435
5.551115123125783e-17	-38.296511491809284
5.551115123125783e-17	-38.732624402478464
5.551115123125783e-17	-37.83018684969755
5.551115123125783e-17	-37.43161878240337
5.551115123125783e-17	-35.580231285003606
5.551115123125783e-17	-30.125265194724143
5.551115123125783e-17	-32.90625430800154
5.551115123125783e-17	-33.33190124310579
5.551115123125783e-17	-36.116597642662
5.551115123125783e-17	-37.10874512562003
5.551115123125783e-17	-36.69108471236352
5.551115123125783e-17	-37.53867338619296
5.551115123125783e-17	-36.48511460441477
5.551115123125783e-17	-55.938479575467355
5.551115123125783e-17	-56.94067158390957
5.551115123125783e-17	-36.19080850495587
5.551115123125783e-17	-58.30874229725489
5.551115123125783e-17	-37.554405532275794
5.551115123125783e-17	-37.44238909676017
5.551115123125783e-17	-38.14990614823504
5.551115123125783e-17	-38.484323119712144
5.551115123125783e-17	-37.837420703838276
5.551115123125783e-17	-36.89309246389236
5.551115123125783e-17	-58.33590053595357
5.551115123125783e-17	-38.31137653128552
5.551115123125783e-17	-38.29290060597776
5.551115123125783e-17	-38.29944223684074
5.551115123125783e-17	-38.298323483608854
5.551115123125783e-17	-38.29757290316948
5.551115123125783e-17	-37.62965726850173
5.551115123125783e-17	-47.8336154874094
5.551115123125783e-17	-39.476700975493465
5.551115123125783e-17	-58.097954781397874
5.551115123125783e-17	-38.31572039063173
5.551115123125783e-17	-38.29848703956816
5.551115123125783e-17	-38.298515977312015
5.551115123125783e-17	-38.29853191464035
5.551115123125783e-17	-38.298531565230356
5.551115123125783e-17	-38.29853009324261
5.551115123125783e-17	-38.29853021060079
5.551115123125783e-17	-38.29852870362031
5.551115123125783e-17	-38.298529837309864
5.551115123125783e-17	-38.29853057591782
5.551115123125783e-17	-38.29853093974648
5.551115123125783e-17	-38.298530683725616
5.551115123125783e-17	-38.298528062796755
5.551115123125783e-17	-38.298526654370534
5.551115123125783e-17	-38.29853123263904
5.551115123125783e-17	-38.29853010589671
5.551115123125783e-17	-38.298527742243856
5.551115123125783e-17	-38.2985249030211
5.551115123125783e-17	-38.29851861728478
5.551115123125783e-17	-38.29850983546868
5.551115123125783e-17	-38.298493646481944
5.551115123125783e-17	-38.29849442584181
5.551115123125783e-17	-38.298498424958105
5.551115123125783e-17	-38.29851720242645
5.551115123125783e-17	-38.29852507811837
5.551115123125783e-17	-38.298529152919876
5.551115123125783e-17	-38.298528422400565
5.551115123125783e-17	-38.298509096301906
5.551115123125783e-17	-38.298015006498034
5.551115123125783e-17	-38.29849110132689
5.551115123125783e-17	-38.298039631383325
5.551115123125783e-17	-38.298211373140894
5.551115123125783e-17	-38.296581887901745
5.551115123125783e-17	-38.2981050473132
5.551115123125783e-17	-38.29841567411351
5.551115123125783e-17	-38.29857603570372
5.551115123125783e-17	-38.298528572721786
5.551115123125783e-17	-38.2985171388478
5.551115123125783e-17	-38.29849295442402
5.551115123125783e-17	-38.298507612924865
5.551115123125783e-17	-38.29835680869316
5.551115123125783e-17	-38.13636727407381
5.551115123125783e-17	-29.07370867700229
5.551115123125783e-17	-37.862568361566744
5.551115123125783e-17	-38.2469719832137
5.551115123125783e-17	-38.24852452489921
5.551115123125783e-17	-38.24853364219249
5.551115123125783e-17	-38.24853117901419
5.551115123125783e-17	-38.24853442313918
5.551115123125783e-17	-38.24852980052232
5.551115123125783e-17	-38.2485320787753
5.551115123125783e-17	-38.24851706339425
5.551115123125783e-17	-38.24849136845756
5.551115123125783e-17	-38.248483063183215
5.551115123125783e-17	-38.24847657270441
5.551115123125783e-17	-38.24847230682714
5.551115123125783e-17	-38.24847756014782
5.551115123125783e-17	-38.248493376083324
5.551115123125783e-17	-38.248469050358885
5.551115123125783e-17	-38.24843762635423
5.551115123125783e-17	-28.428418521495924
5.551115123125783e-17	-36.822647993052485
5.551115123125783e-17	-97.72990238514454
5.551115123125783e-17	-38.19849968780342
5.551115123125783e-17	-38.19848896853777
5.551115123125783e-17	-37.53001339576814
5.551115123125783e-17	-57.99495058796107
5.551115123125783e-17	-38.19838765181224
5.551115123125783e-17	-38.19705766255946
5.551115123125783e-17	-38.19724144295032
5.551115123125783e-17	-37.53010263938724
5.551115123125783e-17	-48.69242006425735
-1.6690042126121796e-09	-20.207612001656475
-64.13414283903315	5.551115123125783e-17
-2.0755061153621943	-0.13409486281415123
-111.52268994152944	5.551115123125783e-17
-25.964932011638417	5.551115123125783e-17
-3.856199748408784e-09	-19.371899513692107
5.551115123125783e-17	-36.72392715576163
5.551115123125783e-17	-36.87625455052955
5.551115123125783e-17	-36.88857522888222
5.551115123125783e-17	-36.89593061299288
5.551115123125783e-17	-36.896206163697144
5.551115123125783e-17	-36.885078064287576
5.551115123125783e-17	-36.0401460094249
-3.0163925635040556e-08	-17.316596592362224
5.551115123125783e-17	-35.79801646458211
-4.074880821658411e-09	-19.319500299329743
-196.85380927907474	5.551115123125783e-17
-3.7920291162674147e-07	-14.785188224108088
5.551115123125783e-17	-117.15946179410358
5.551115123125783e-17	-34.86213955742992
5.551115123125783e-17	-34.86740338684824
5.551115123125783e-17	-34.86229492080275
5.551115123125783e-17	-34.80664384885664
5.551115123125783e-17	-34.86616428299878
5.551115123125783e-17	-34.85693857420269
5.551115123125783e-17	-34.07730441627452
-2.932533332833387e-08	-17.344760560709933
-26.693442294635705	5.551115123125783e-17
5.551115123125783e-17	-52.30040066253968
5.551115123125783e-17	-33.34397067622731
5.551115123125783e-17	-33.29211468211741
5.551115123125783e-17	-50.764342584850844
5.551115123125783e-17	-60.36772454688671
5.551115123125783e-17	-35.94348944964478
5.551115123125783e-17	-35.94505493922595
5.551115123125783e-17	-35.94578091544236
5.551115123125783e-17	-35.94574318796552
5.551115123125783e-17	-35.9456663904538
5.551115123125783e-17	-35.95119869189451
5.551115123125783e-17	-37.658444158101425
5.551115123125783e-17	-35.65120636220596
5.551115123125783e-17	-84.18137304030869
5.551115123125783e-17	-38.772634737180695
5.551115123125783e-17	-56.524913233835534
5.551115123125783e-17	-36.77962074301735
5.551115123125783e-17	-75.90690436763208
5.551115123125783e-17	-37.84723917001809
5.551115123125783e-17	-38.06212170591819
5.551115123125783e-17	-37.99854805136561
5.551115123125783e-17	-37.998542458910535
5.551115123125783e-17	-37.32996774040289
5.551115123125783e-17	-57.59449621462297
5.551115123125783e-17	-37.997959484547486
5.551115123125783e-17	-37.331021543627
5.551115123125783e-17	-57.65302509362583
5.551115123125783e-17	-43.21159338744718
5.551115123125783e-17	-37.52185653535413
5.551115123125783e-17	-57.89494418488331
5.551115123125783e-17	-38.1485603253751
5.551115123125783e-17	-38.14854015191286
5.551115123125783e-17	-38.14853981444365
5.551115123125783e-17	-38.14853949235149
5.551115123125783e-17	-38.14853953179202
5.551115123125783e-17	-38.148538540904546
5.551115123125783e-17	-38.148538308148105
5.551115123125783e-17	-38.14847572988951
5.551115123125783e-17	-38.14717217882703
5.551115123125783e-17	-39.8873294345563
5.551115123125783e-17	-36.35494041247419
5.551115123125783e-17	-156.29526706549018
5.551115123125783e-17	-38.19547060957503
5.551115123125783e-17	-39.99630805483579
5.551115123125783e-17	-38.24881061960999
5.551115123125783e-17	-38.24848984073164
5.551115123125783e-17	-38.24848938359146
5.551115123125783e-17	-38.247148721635654
5.551115123125783e-17	-38.2487811059057
5.551115123125783e-17	-38.24853337344063
5.551115123125783e-17	-38.23865001333603
5.551115123125783e-17	-38.24047976931034
5.551115123125783e-17	-36.57029891553524
5.551115123125783e-17	-137.24037110848832
5.551115123125783e-17	-38.24885426696069
5.551115123125783e-17	-38.24852165259582
5.551115123125783e-17	-38.248518478802374
5.551115123125783e-17	-38.24850056821645
5.551115123125783e-17	-38.24845222913496
5.551115123125783e-17	-38.2482649078157
5.551115123125783e-17	-38.246469744054274
5.551115123125783e-17	-37.14435123300825
5.551115123125783e-17	-78.03753883140823
5.551115123125783e-17	-38.24894278896093
5.551115123125783e-17	-38.246016767608296
5.551115123125783e-17	-38.24311821194953
5.551115123125783e-17	-38.22732582131304
5.551115123125783e-17	-38.20163847736272
5.551115123125783e-17	-38.19760614551086
5.551115123125783e-17	-38.197537800120216
5.551115123125783e-17	-38.19791272837853
5.551115123125783e-17	-38.19898838425998
5.551115123125783e-17	-38.08664368678204
5.551115123125783e-17	-37.55611651354251
5.551115123125783e-17	-58.08475144339555
5.551115123125783e-17	-38.246170170659134
5.551115123125783e-17	-38.24813622386676
5.551115123125783e-17	-38.24846912669915
5.551115123125783e-17	-38.248408929276394
5.551115123125783e-17	-38.24692294605421
5.551115123125783e-17	-38.248594757501714
5.551115123125783e-17	-38.24736100938795
5.551115123125783e-17	-38.23486937605955
5.551115123125783e-17	-36.075837994902216
5.551115123125783e-17	-68.38217594859415
5.551115123125783e-17	-37.381374901128055
5.551115123125783e-17	-59.80601416030943
5.551115123125783e-17	-38.248529504754266
5.551115123125783e-17	-38.248519372109456
5.551115123125783e-17	-38.24849968041042
5.551115123125783e-17	-37.58000215210927
5.551115123125783e-17	-57.426251837106314
5.551115123125783e-17	-58.094840351376156
5.551115123125783e-17	-38.24829781727893
5.551115123125783e-17	-38.248317646775526
5.551115123125783e-17	-38.24832844945178
5.551115123125783e-17	-38.24670020120292
5.551115123125783e-17	-37.57925358633454
5.551115123125783e-17	-58.09481779920407
5.551115123125783e-17	-38.248508874142175
5.551115123125783e-17	-37.57996608803237
5.551115123125783e-17	-58.09466556361062
5.551115123125783e-17	-38.24859387715515
5.551115123125783e-17	-38.24853207805867
5.551115123125783e-17	-38.24853391986724
5.551115123125783e-17	-38.248533706667985
5.551115123125783e-17	-38.2485344244926
5.551115123125783e-17	-38.24853395520757
5.551115123125783e-17	-38.19946346976978
5.551115123125783e-17	-37.50927727803426
5.551115123125783e-17	-57.17926745653911
5.551115123125783e-17	-28.52186301523857
5.551115123125783e-17	-40.81504832994704
5.551115123125783e-17	-77.21760159884917
5.551115123125783e-17	-58.17928582298018
5.551115123125783e-17	-38.24853396746274
5.551115123125783e-17	-38.24853083621146
5.551115123125783e-17	-38.248533540073524
5.551115123125783e-17	-38.248524937112634
5.551115123125783e-17	-37.87584333699004
