@CO	shape:(4851, 2)
@CO	dtype:float64
VALUE_0	VALUE_1
-184.76913738213332	5.551115123125783e-17
-165.1461380635633	5.551115123125783e-17
-148.28311811855326	5.551115123125783e-17
-150.56793006714858	5.551115123125783e-17
-267.94592922574424	5.551115123125783e-17
-197.10935678785162	5.551115123125783e-17
-203.11691229256013	5.551115123125783e-17
-260.28386724603956	5.551115123125783e-17
-215.6902787691255	5.551115123125783e-17
-182.0403322022884	5.551115123125783e-17
-181.84871952333737	5.551115123125783e-17
-202.4529696711782	5.551115123125783e-17
-237.4403265041277	5.551115123125783e-17
-245.65756494363737	5.551115123125783e-17
-212.15674058224977	5.551115123125783e-17
-218.43165048043437	5.551115123125783e-17
-240.3076347767549	5.551115123125783e-17
-249.69431219157707	5.551115123125783e-17
-208.90583456860642	5.551115123125783e-17
-209.31656231899706	5.551115123125783e-17
-211.37966394897694	5.551115123125783e-17
-202.46639621049394	5.551115123125783e-17
-296.6668472530243	5.551115123125783e-17
-231.15475712639622	5.551115123125783e-17
-200.26124461087196	5.551115123125783e-17
-295.89560555583176	5.551115123125783e-17
-220.9825512228219	5.551115123125783e-17
-191.47390910824515	5.551115123125783e-17
-258.6140745162044	5.551115123125783e-17
-199.62863912881903	5.551115123125783e-17
-199.42180619694827	5.551115123125783e-17
-176.52650116619628	5.551115123125783e-17
-177.00150251165437	5.551115123125783e-17
-188.82316520533377	5.551115123125783e-17
-216.5104762895403	5.551115123125783e-17
-180.56391766309744	5.551115123125783e-17
-170.71623900997218	5.551115123125783e-17
-161.67279187913195	5.551115123125783e-17
-184.27750480050528	5.551115123125783e-17
-150.75763277804933	5.551115123125783e-17
-155.94022822907593	5.551115123125783e-17
-148.67376822276486	5.551115123125783e-17
-137.72724456481183	5.551115123125783e-17
-144.06443068008502	5.551115123125783e-17
-145.41529168154105	5.551115123125783e-17
-191.7319056407187	5.551115123125783e-17
-201.43923639801824	5.551115123125783e-17
-189.81232213371723	5.551115123125783e-17
-209.90740538158843	5.551115123125783e-17
-203.63369507878068	5.551115123125783e-17
-159.04446702262237	5.551115123125783e-17
-150.57798757483584	5.551115123125783e-17
-160.85386676888507	5.551115123125783e-17
-211.35869787173206	5.551115123125783e-17
-309.1436525297861	5.551115123125783e-17
-232.94776563667364	5.551115123125783e-17
-183.8709772174337	5.551115123125783e-17
-293.13474198631326	5.551115123125783e-17
-265.9269388009637	5.551115123125783e-17
-218.38246784428713	5.551115123125783e-17
-198.43120226522657	5.551115123125783e-17
-217.04892690669422	5.551115123125783e-17
-211.92426543999875	5.551115123125783e-17
-219.69985891226116	5.551115123125783e-17
-196.40143492035645	5.551115123125783e-17
-201.33833159298842	5.551115123125783e-17
-181.1845020722044	5.551115123125783e-17
-179.1285419298433	5.551115123125783e-17
-177.50297515197113	5.551115123125783e-17
-225.1118247210077	5.551115123125783e-17
-236.4874116015361	5.551115123125783e-17
-182.84272479658046	5.551115123125783e-17
-173.0719195607855	5.551115123125783e-17
-159.1358859854228	5.551115123125783e-17
-166.8387287554936	5.551115123125783e-17
-192.2644565397341	5.551115123125783e-17
-199.33562802283296	5.551115123125783e-17
-138.75482220460185	5.551115123125783e-17
-155.80394587195337	5.551115123125783e-17
-154.29013046566706	5.551115123125783e-17
-124.41938998362713	5.551115123125783e-17
-125.9329256981038	5.551115123125783e-17
-130.59428681489672	5.551115123125783e-17
-134.50666502177256	5.551115123125783e-17
-128.21152254085558	5.551115123125783e-17
-132.72110246592382	5.551115123125783e-17
-140.4372897695689	5.551115123125783e-17
-141.0135383395129	5.551115123125783e-17
-188.0501261389243	5.551115123125783e-17
-194.94511130927276	5.551115123125783e-17
-163.95424833315582	5.551115123125783e-17
-183.8171752589796	5.551115123125783e-17
-188.97087587525812	5.551115123125783e-17
-196.10107809144353	5.551115123125783e-17
-181.3384663415082	5.551115123125783e-17
-191.1931812025968	5.551115123125783e-17
-180.8685718894874	5.551115123125783e-17
-175.3825236458854	5.551115123125783e-17
-197.00989685453752	5.551115123125783e-17
-173.3558176948251	5.551115123125783e-17
-188.1602887728363	5.551115123125783e-17
-203.79814228977943	5.551115123125783e-17
-220.65791066085657	5.551115123125783e-17
-224.48279666804535	5.551115123125783e-17
-211.0013393437499	5.551115123125783e-17
-217.88378137078848	5.551115123125783e-17
-225.20172026160972	5.551115123125783e-17
-206.39641861970827	5.551115123125783e-17
-153.62943438917017	5.551115123125783e-17
-184.33169435041475	5.551115123125783e-17
-222.46071452653254	5.551115123125783e-17
-232.58421382418973	5.551115123125783e-17
-167.71858356011938	5.551115123125783e-17
-163.35422563397913	5.551115123125783e-17
-140.87952230607883	5.551115123125783e-17
-131.43251909216508	5.551115123125783e-17
-149.31238002994823	5.551115123125783e-17
-162.7566829571847	5.551115123125783e-17
-180.3789502296186	5.551115123125783e-17
-134.0102431854586	5.551115123125783e-17
-118.02216500621756	5.551115123125783e-17
-117.56715868407991	5.551115123125783e-17
-109.66902374176445	5.551115123125783e-17
-122.70835566765274	5.551115123125783e-17
-168.1363933331467	5.551115123125783e-17
-117.95931106719222	5.551115123125783e-17
-130.01666591621458	5.551115123125783e-17
-106.56934905401205	5.551115123125783e-17
-109.49101267881318	5.551115123125783e-17
-114.28716695965235	5.551115123125783e-17
-114.9108388264029	5.551115123125783e-17
-127.40979364277464	5.551115123125783e-17
-130.53702980815746	5.551115123125783e-17
-141.12875608892853	5.551115123125783e-17
-132.37568633410766	5.551115123125783e-17
-135.10719660689514	5.551115123125783e-17
-158.84409686801416	5.551115123125783e-17
-149.00546864121208	5.551115123125783e-17
-253.0268182670276	5.551115123125783e-17
-275.0333193272609	5.551115123125783e-17
-184.52337380638122	5.551115123125783e-17
-163.54313816514897	5.551115123125783e-17
-166.71994839911747	5.551115123125783e-17
-174.52510415583384	5.551115123125783e-17
-170.32513677429975	5.551115123125783e-17
-179.53546695638468	5.551115123125783e-17
-168.80190239854002	5.551115123125783e-17
-174.7441547329887	5.551115123125783e-17
-211.04755522907698	5.551115123125783e-17
-199.12919834717613	5.551115123125783e-17
-200.14425812753282	5.551115123125783e-17
-185.47520103811752	5.551115123125783e-17
-168.48939284259342	5.551115123125783e-17
-253.60384149827613	5.551115123125783e-17
-203.65953630969673	5.551115123125783e-17
-239.4362100719627	5.551115123125783e-17
-211.82393241316117	5.551115123125783e-17
-228.93377513015494	5.551115123125783e-17
-203.099629759046	5.551115123125783e-17
-197.27704746609115	5.551115123125783e-17
-206.79584420036005	5.551115123125783e-17
-175.0081885918236	5.551115123125783e-17
-183.36426049356075	5.551115123125783e-17
-179.583821378493	5.551115123125783e-17
-156.93241611260274	5.551115123125783e-17
-196.94964907883443	5.551115123125783e-17
-231.73202451839154	5.551115123125783e-17
-237.02773942826784	5.551115123125783e-17
-229.70221391869148	5.551115123125783e-17
-252.92163348959883	5.551115123125783e-17
-254.2915171708067	5.551115123125783e-17
-278.46109497553533	5.551115123125783e-17
-306.9932007625358	5.551115123125783e-17
-236.54425838677457	5.551115123125783e-17
-247.93181622148757	5.551115123125783e-17
-242.3962800928217	5.551115123125783e-17
-253.28917683729287	5.551115123125783e-17
-218.63574500163978	5.551115123125783e-17
-214.5614713270856	5.551115123125783e-17
-194.83334911830676	5.551115123125783e-17
-174.77127958174788	5.551115123125783e-17
-176.72973663368035	5.551115123125783e-17
-169.14206341854532	5.551115123125783e-17
-173.41539501426627	5.551115123125783e-17
-172.57701848797885	5.551115123125783e-17
-180.73395228098389	5.551115123125783e-17
-182.0863333146935	5.551115123125783e-17
-165.69475984726472	5.551115123125783e-17
-201.946464216955	5.551115123125783e-17
-170.95004583860765	5.551115123125783e-17
-135.6091640272387	5.551115123125783e-17
-131.16462065648807	5.551115123125783e-17
-162.13089794194104	5.551115123125783e-17
-275.0951424276963	5.551115123125783e-17
-186.1791030979789	5.551115123125783e-17
-165.45060914293833	5.551115123125783e-17
-149.92986237365145	5.551115123125783e-17
-174.53394236918044	5.551115123125783e-17
-262.54179040913215	5.551115123125783e-17
-233.5266489426027	5.551115123125783e-17
-205.14236498886186	5.551115123125783e-17
-219.5815564607751	5.551115123125783e-17
-191.70221744568624	5.551115123125783e-17
-198.0378060174068	5.551115123125783e-17
-179.97149403358344	5.551115123125783e-17
-169.69800350811408	5.551115123125783e-17
-166.74658512538957	5.551115123125783e-17
-182.51456883940375	5.551115123125783e-17
-182.60580293541435	5.551115123125783e-17
-152.5195056279817	5.551115123125783e-17
-134.75613530623434	5.551115123125783e-17
-112.25932653456901	5.551115123125783e-17
-107.50277219063864	5.551115123125783e-17
-136.89419313153795	5.551115123125783e-17
-105.80595834165047	5.551115123125783e-17
-101.44391606569222	5.551115123125783e-17
-108.62332569955767	5.551115123125783e-17
-142.662836278571	5.551115123125783e-17
-155.4084134960648	5.551115123125783e-17
-124.26353934696527	5.551115123125783e-17
-141.31496799221947	5.551115123125783e-17
-131.92533026522787	5.551115123125783e-17
-170.55650335826027	5.551115123125783e-17
-163.91129741115708	5.551115123125783e-17
-178.19798209238044	5.551115123125783e-17
-168.83639007893822	5.551115123125783e-17
-211.57666705687214	5.551115123125783e-17
-198.62328828607426	5.551115123125783e-17
-188.98230771344268	5.551115123125783e-17
-182.85393405371474	5.551115123125783e-17
-191.86525653814567	5.551115123125783e-17
-174.5419807910405	5.551115123125783e-17
-196.1185563190173	5.551115123125783e-17
-189.38897330074965	5.551115123125783e-17
-177.97266236756428	5.551115123125783e-17
-190.08548530938648	5.551115123125783e-17
-171.82494727398128	5.551115123125783e-17
-181.32125051859546	5.551115123125783e-17
-165.20750266490188	5.551115123125783e-17
-205.03929070742504	5.551115123125783e-17
-170.6793741680636	5.551115123125783e-17
-170.3710269937532	5.551115123125783e-17
-180.65916192801325	5.551115123125783e-17
-223.20210164283753	5.551115123125783e-17
-217.9534325097374	5.551115123125783e-17
-214.52881031671834	5.551115123125783e-17
-217.4528620208363	5.551115123125783e-17
-213.20728170515105	5.551115123125783e-17
-216.7035923516036	5.551115123125783e-17
-230.65777732056029	5.551115123125783e-17
-250.34085327110358	5.551115123125783e-17
-240.30891065769754	5.551115123125783e-17
-231.36773553681653	5.551115123125783e-17
-250.31813117547657	5.551115123125783e-17
-222.99897208502765	5.551115123125783e-17
-192.14432962434802	5.551115123125783e-17
-184.25191758348524	5.551115123125783e-17
-166.39989751922613	5.551115123125783e-17
-155.60392027209153	5.551115123125783e-17
-132.86820385079486	5.551115123125783e-17
-145.46198752784366	5.551115123125783e-17
-136.01477350520798	5.551115123125783e-17
-117.36296585341273	5.551115123125783e-17
-122.49039296574044	5.551115123125783e-17
-147.13918124505386	5.551115123125783e-17
-117.32400130273682	5.551115123125783e-17
-111.90535744609295	5.551115123125783e-17
-140.0469727601486	5.551115123125783e-17
-155.03056636995566	5.551115123125783e-17
-195.4879882035228	5.551115123125783e-17
-287.47134643417473	5.551115123125783e-17
-208.64372220254614	5.551115123125783e-17
-173.94409538657015	5.551115123125783e-17
-200.11980794215393	5.551115123125783e-17
-194.0834382271379	5.551115123125783e-17
-186.55612021115948	5.551115123125783e-17
-156.8929827112527	5.551115123125783e-17
-156.2794806862329	5.551115123125783e-17
-162.71043149578335	5.551115123125783e-17
-177.5065665509286	5.551115123125783e-17
-188.544204538101	5.551115123125783e-17
-186.8379502779779	5.551115123125783e-17
-250.39222007814743	5.551115123125783e-17
-259.15112173014	5.551115123125783e-17
-265.41949904529326	5.551115123125783e-17
-266.0139282850127	5.551115123125783e-17
-309.1436525005997	5.551115123125783e-17
-283.94179529594254	5.551115123125783e-17
-273.2261392080643	5.551115123125783e-17
-266.8423381400804	5.551115123125783e-17
-302.5125860229105	5.551115123125783e-17
-279.8424018471845	5.551115123125783e-17
-254.66679459516914	5.551115123125783e-17
-287.7639772047633	5.551115123125783e-17
-257.8705376168501	5.551115123125783e-17
-309.1436525297861	5.551115123125783e-17
-299.6721080613637	5.551115123125783e-17
-225.23271679926498	5.551115123125783e-17
-241.24580231731284	5.551115123125783e-17
-269.3606563183894	5.551115123125783e-17
-281.68135020754517	5.551115123125783e-17
-187.35702616072214	5.551115123125783e-17
-142.29490111058962	5.551115123125783e-17
-128.55353833887298	5.551115123125783e-17
-127.69992551698161	5.551115123125783e-17
-123.52115846535621	5.551115123125783e-17
-123.49665423065166	5.551115123125783e-17
-132.91939015189138	5.551115123125783e-17
-125.4553907155186	5.551115123125783e-17
-123.8530710761508	5.551115123125783e-17
-129.4840120382512	5.551115123125783e-17
-152.30711902645731	5.551115123125783e-17
-195.5429902912909	5.551115123125783e-17
-167.549106479352	5.551115123125783e-17
-157.78319557683398	5.551115123125783e-17
-170.42838006521566	5.551115123125783e-17
-169.19220979765979	5.551115123125783e-17
-173.06648115702703	5.551115123125783e-17
-193.93590258033535	5.551115123125783e-17
-144.76645955151912	5.551115123125783e-17
-163.0079264424246	5.551115123125783e-17
-146.7968999556439	5.551115123125783e-17
-204.76607754862653	5.551115123125783e-17
-173.01294627519377	5.551115123125783e-17
-152.8688620857556	5.551115123125783e-17
-168.0167203347202	5.551115123125783e-17
-132.92095787787915	5.551115123125783e-17
-144.03654543043447	5.551115123125783e-17
-130.39718921683723	5.551115123125783e-17
-158.3514787105086	5.551115123125783e-17
-191.76805394064502	5.551115123125783e-17
-182.348990615883	5.551115123125783e-17
-153.91728890063524	5.551115123125783e-17
-162.41884709423582	5.551115123125783e-17
-193.67727162416926	5.551115123125783e-17
-208.0332367735921	5.551115123125783e-17
-173.43782349409827	5.551115123125783e-17
5.551115123125783e-17	-85.78728127250359
-109.44677471598098	5.551115123125783e-17
-104.073577498373	5.551115123125783e-17
-118.0966191951259	5.551115123125783e-17
-147.69967948496011	5.551115123125783e-17
-178.5541947482359	5.551115123125783e-17
-151.9041508518254	5.551115123125783e-17
-144.78798901648653	5.551115123125783e-17
-136.0710345055522	5.551115123125783e-17
-172.2348636759857	5.551115123125783e-17
-168.87247928590602	5.551115123125783e-17
-166.4377549311245	5.551115123125783e-17
-219.20835043456285	5.551115123125783e-17
-303.4329685437903	5.551115123125783e-17
-309.14365252978615	5.551115123125783e-17
-263.4409363760193	5.551115123125783e-17
-218.64156469055632	5.551115123125783e-17
-215.97480729784903	5.551115123125783e-17
-256.08739987994323	5.551115123125783e-17
-309.14365252978615	5.551115123125783e-17
-308.5640545310304	5.551115123125783e-17
-256.5123949522657	5.551115123125783e-17
-184.107936539797	5.551115123125783e-17
-188.62538082264874	5.551115123125783e-17
-154.86879621394013	5.551115123125783e-17
-155.5888916375803	5.551115123125783e-17
-142.13598755618426	5.551115123125783e-17
-154.91858042667818	5.551115123125783e-17
-152.78685398873515	5.551115123125783e-17
-164.98980559374354	5.551115123125783e-17
-174.48608087516826	5.551115123125783e-17
-160.29415615705645	5.551115123125783e-17
-155.74021848039663	5.551115123125783e-17
-153.17293135631388	5.551115123125783e-17
-122.59329354267128	5.551115123125783e-17
-137.30121064346443	5.551115123125783e-17
-176.14517234830564	5.551115123125783e-17
-222.68867355687323	5.551115123125783e-17
-245.55220894769485	5.551115123125783e-17
-243.90104284605644	5.551115123125783e-17
-173.62525986555934	5.551115123125783e-17
-188.17930656223555	5.551115123125783e-17
-287.5660149715811	5.551115123125783e-17
-274.59449429654444	5.551115123125783e-17
-226.25782907572045	5.551115123125783e-17
-180.5775049551239	5.551115123125783e-17
-145.5464638897318	5.551115123125783e-17
-154.8361482599146	5.551115123125783e-17
-153.0274747062829	5.551115123125783e-17
-128.54119254891575	5.551115123125783e-17
-224.00024158576576	5.551115123125783e-17
-124.68766970085888	5.551115123125783e-17
-128.0927407307588	5.551115123125783e-17
-129.26867464515826	5.551115123125783e-17
-128.57265616012796	5.551115123125783e-17
-159.820123200527	5.551115123125783e-17
-155.12042012397237	5.551115123125783e-17
-123.0571438976707	5.551115123125783e-17
-128.61471173496935	5.551115123125783e-17
-138.25749748289437	5.551115123125783e-17
-213.39286559445247	5.551115123125783e-17
-181.31636671376927	5.551115123125783e-17
-170.6863982005596	5.551115123125783e-17
-210.1993932041675	5.551115123125783e-17
-177.86819695744734	5.551115123125783e-17
-182.31919532371944	5.551115123125783e-17
-226.09392888704636	5.551115123125783e-17
-226.64438470166928	5.551115123125783e-17
-226.05903463602888	5.551115123125783e-17
-181.22483668060997	5.551115123125783e-17
-181.5983354527326	5.551115123125783e-17
-177.35157060371023	5.551115123125783e-17
-252.47524033255473	5.551115123125783e-17
-174.89495548970504	5.551115123125783e-17
-180.97489294746293	5.551115123125783e-17
-173.50785084848226	5.551115123125783e-17
-114.3909775951273	5.551115123125783e-17
-141.7605823192723	5.551115123125783e-17
-149.2602067151374	5.551115123125783e-17
-119.97995412251541	5.551115123125783e-17
