@CO	shape:(4851,)
@CO	dtype:float64
VALUE_0
-3.525875047785915
-2.4969355457283693
-3.847978254087002
-5.310877983941007
-5.122003258367195
-5.396363883102997
-4.920464869408738
-6.123380809267776
-5.799111580878717
-5.923665163523977
-5.617818189488407
-5.589897588170753
-5.440203758017978
-5.724369825685181
-6.187121975583074
-5.428971359434987
-5.332018655062637
-5.165974359571785
-5.969458644320001
-7.042481209654562
-5.413760932003016
-6.824499738734773
-7.259885756892152
-6.073904912337929
-6.185728601751733
-5.470636998697473
-5.633174393964622
-6.8566145381438455
-6.2364272231651885
-5.904743676304906
-5.5377747851860075
-5.544340585736774
-4.115975213703029
-2.822652540173409
-2.862457767215703
-4.103597412568618
-5.218909578151335
-5.449726037399249
-6.428645462339699
-5.197704417464122
-4.3219163987508455
-5.115745329231738
-4.955045279600397
-5.6425185531276325
-5.38858723499264
-5.543598000372676
-6.489582186969396
-6.910233661513858
-5.691843795538145
-5.568682879919705
-4.1848612438366635
-4.781690617635587
-5.783423376550615
-5.818266352753642
-6.001069776964706
-6.5945069241162555
-5.6351983479225645
-4.749370469426124
-3.9171855136982843
-4.616905044365246
-5.582527427031012
-4.966718948204018
-6.559948493548653
-5.77218384388696
-5.923610740626907
-4.856268775892374
-5.623712705623632
-5.755541941556537
-5.479820238414183
-5.336269378911198
-5.559193563261104
-6.356486020105848
-6.43576859391467
-6.276823555217069
-4.689957461993657
-3.5813781012947343
-5.009401468977806
-3.7473791301225634
-4.474134133574346
-4.37604988004035
-4.833108677664869
-5.445077653176478
-4.655096261354527
-5.039992184272054
-3.1104773729596404
-4.4135268078250665
-4.359901435414857
-4.42427512132112
-4.801772413401428
-4.755873055332991
-4.819753815885789
-4.737651241939305
-3.481215318248185
-5.041814795560392
-4.693351072891912
-4.744980593109765
-5.012818579308298
-5.340993380489775
-5.190019096499932
-4.529038121428187
-5.033073423391888
-4.626915137015106
-4.367562533675905
-3.5384157412800663
-3.2601532972714136
-4.493217515216462
-4.6866281552274
-4.777183124552708
-4.625972499925227
-4.991882362578144
-4.997421859905051
-4.747082300057768
-4.981512710690612
-4.285771844406972
-4.311032247593912
-4.807496058920358
-4.74589065072816
-5.844524957093511
-5.5423492938789485
-5.28641967209068
-5.413637080765466
-5.460036007647865
-5.021662883762627
-5.314066967036264
-5.09226580775647
-1.7535063388661818
-4.544137379570464
-4.419338953165537
-4.068580455345296
-4.213017808128087
-3.754881351715039
-3.6740335365039236
-3.2854442933937893
-3.7991808926242094
-4.040230497307545
-4.752687504729367
-4.901752066929645
-4.841524586898147
-4.9011302157380765
-4.582369270021415
-3.4290081835355637
-4.513046336038976
-4.663393102398757
-4.656574101175024
-4.830816706375239
-4.790729560480014
-5.163754391408648
-3.9418102753188076
-5.601549256332732
-5.673036978995157
-6.3264786372563835
-5.542683247466785
-5.094169194608532
-4.821821008787682
-4.564706108734355
-4.494477247080969
-5.294034040905029
-4.8402091845785264
-4.55405402628611
-4.01032878809805
-3.6438986821976447
-3.359592937784281
-4.1513739633345095
-4.6617623848596645
-5.153224288224257
-5.219969731659966
-5.382159373410188
-5.528031960922072
-4.407006199794433
-2.866229929600655
-5.545086535223731
-4.273499635589289
-5.013785096619099
-4.402959121935962
-4.035861704333618
-4.238309344683228
-4.012432825546909
-3.7805243407466746
-4.487938333118582
-4.394134936246546
-4.126873819027781
-4.858907907836431
-5.069752375058204
